timestamp,temp,hum,co2,ammonia
2025-11-01 06:50:00,31.81,60.17,440.44,1.17
2025-11-01 07:00:00,30.7,64.64,460.41,1.1
2025-11-01 07:10:00,30.9,64.55,445.35,1.04
2025-11-01 07:20:00,29.91,63.66,455.4,1.16
2025-11-01 07:30:00,30.33,64.33,458.89,1.22
2025-11-01 07:40:00,31.43,63.26,439.13,1.01
2025-11-01 07:50:00,29.68,64.13,460.99,1.16
2025-11-01 08:00:00,29.99,62.91,444.99,1.15
2025-11-01 08:10:00,30.98,63.64,457.36,1.04
2025-11-01 08:20:00,30.15,65.83,461.63,1.0
2025-11-01 08:30:00,29.49,66.99,465.86,1.16
2025-11-01 08:40:00,30.51,66.07,449.36,1.22
2025-11-01 08:50:00,29.59,69.45,469.63,1.07
2025-11-01 09:00:00,30.6,64.61,450.47,1.23
2025-11-01 09:10:00,30.53,64.61,467.41,1.16
2025-11-01 09:20:00,30.45,68.65,466.29,1.07
2025-11-01 09:30:00,29.14,67.4,458.87,1.33
2025-11-01 09:40:00,30.01,68.56,466.96,1.15
2025-11-01 09:50:00,28.68,66.83,452.84,1.09
2025-11-01 10:00:00,28.59,66.47,444.18,1.27
2025-11-01 10:10:00,29.23,70.33,442.05,1.21
2025-11-01 10:20:00,28.75,65.93,446.94,1.14
2025-11-01 10:30:00,28.66,67.31,470.73,1.25
2025-11-01 10:40:00,28.3,65.13,456.16,1.14
2025-11-01 10:50:00,28.48,68.61,466.15,1.27
2025-11-01 11:00:00,28.48,65.35,464.98,1.23
2025-11-01 11:10:00,29.8,66.83,462.61,1.2
2025-11-01 11:20:00,28.16,71.45,460.25,1.13
2025-11-01 11:30:00,26.62,69.55,455.36,1.2
2025-11-01 11:40:00,26.88,71.73,469.06,1.24
2025-11-01 11:50:00,27.19,70.43,465.62,1.2
2025-11-01 12:00:00,28.16,70.16,460.82,1.27
2025-11-01 12:10:00,27.63,70.82,455.58,1.21
2025-11-01 12:20:00,27.5,69.16,462.46,1.11
2025-11-01 12:30:00,26.07,72.42,454.0,1.18
2025-11-01 12:40:00,26.81,70.42,453.9,1.14
2025-11-01 12:50:00,27.13,66.45,466.36,1.06
2025-11-01 13:00:00,24.63,71.27,452.44,1.29
2025-11-01 13:10:00,25.8,70.93,479.66,1.23
2025-11-01 13:20:00,26.39,72.66,469.47,1.27
2025-11-01 13:30:00,26.27,72.72,473.28,1.2
2025-11-01 13:40:00,25.2,70.91,436.26,1.12
2025-11-01 13:50:00,25.25,71.03,469.62,1.37
2025-11-01 14:00:00,25.22,76.94,468.51,1.24
2025-11-01 14:10:00,25.39,74.14,461.54,1.15
2025-11-01 14:20:00,24.58,71.0,464.79,1.27
2025-11-01 14:30:00,24.2,72.53,475.59,1.26
2025-11-01 14:40:00,25.58,73.97,446.7,1.28
2025-11-01 14:50:00,24.81,72.35,463.66,1.24
2025-11-01 15:00:00,25.13,73.97,472.42,1.28
2025-11-01 15:10:00,24.34,77.34,452.0,1.39
2025-11-01 15:20:00,24.05,73.69,452.95,1.26
2025-11-01 15:30:00,24.2,73.48,448.91,1.31
2025-11-01 15:40:00,24.23,74.71,454.86,1.3
2025-11-01 15:50:00,24.47,72.63,469.71,1.24
2025-11-01 16:00:00,23.54,72.19,463.83,1.24
2025-11-01 16:10:00,23.57,75.28,453.21,1.29
2025-11-01 16:20:00,23.13,74.09,457.08,1.23
2025-11-01 16:30:00,22.82,77.64,455.64,1.22
2025-11-01 16:40:00,22.43,77.07,440.38,1.26
2025-11-01 16:50:00,21.86,76.69,425.29,1.34
2025-11-01 17:00:00,22.96,71.47,437.87,1.25
2025-11-01 17:10:00,22.88,74.77,447.5,1.2
2025-11-01 17:20:00,22.88,76.98,429.5,1.36
2025-11-01 17:30:00,22.47,73.38,444.97,1.19
2025-11-01 17:40:00,23.51,74.88,440.49,1.28
2025-11-01 17:50:00,23.23,76.88,450.53,1.35
2025-11-01 18:00:00,22.95,72.4,455.56,1.31
2025-11-01 18:10:00,22.82,74.91,454.08,1.42
2025-11-01 18:20:00,23.45,72.29,440.26,1.43
2025-11-01 18:30:00,23.48,71.38,452.9,1.29
2025-11-01 18:40:00,23.36,76.59,466.71,1.36
2025-11-01 18:50:00,22.78,77.55,448.66,1.3
2025-11-01 19:00:00,23.49,75.51,434.7,1.1
2025-11-01 19:10:00,23.7,75.66,435.94,1.31
2025-11-01 19:20:00,22.55,71.55,438.22,1.47
2025-11-01 19:30:00,24.74,75.49,453.26,1.25
2025-11-01 19:40:00,23.75,73.22,443.98,1.33
2025-11-01 19:50:00,23.83,72.65,440.33,1.24
2025-11-01 20:00:00,23.38,73.24,442.05,1.13
2025-11-01 20:10:00,24.19,79.16,460.82,1.15
2025-11-01 20:20:00,22.64,73.46,431.73,1.34
2025-11-01 20:30:00,23.68,75.07,434.81,1.41
2025-11-01 20:40:00,24.11,71.77,436.66,1.34
2025-11-01 20:50:00,24.74,72.18,421.23,1.42
2025-11-01 21:00:00,24.17,78.07,455.39,1.22
2025-11-01 21:10:00,23.68,76.3,441.89,1.24
2025-11-01 21:20:00,25.02,73.37,435.57,1.26
2025-11-01 21:30:00,24.69,72.78,455.9,1.21
2025-11-01 21:40:00,25.7,73.08,434.68,1.4
2025-11-01 21:50:00,24.82,72.15,442.37,1.28
2025-11-01 22:00:00,24.54,72.35,447.95,1.37
2025-11-01 22:10:00,24.64,67.5,430.43,1.36
2025-11-01 22:20:00,25.02,72.6,429.17,1.35
2025-11-01 22:30:00,26.21,71.26,424.56,1.18
2025-11-01 22:40:00,25.69,72.14,430.56,1.32
2025-11-01 22:50:00,25.99,72.83,421.33,1.25
2025-11-01 23:00:00,25.27,73.46,424.74,1.31
2025-11-01 23:10:00,27.23,71.48,434.16,1.18
2025-11-01 23:20:00,26.8,73.16,417.4,1.29
2025-11-01 23:30:00,27.0,69.53,434.85,1.17
2025-11-01 23:40:00,27.88,73.44,431.81,1.31
2025-11-01 23:50:00,26.69,66.51,405.22,1.27
2025-11-02 00:00:00,28.86,72.35,421.48,1.33
2025-11-02 00:10:00,27.34,70.23,424.91,1.34
2025-11-02 00:20:00,26.77,65.93,423.07,1.5
2025-11-02 00:30:00,27.7,71.36,431.11,1.38
2025-11-02 00:40:00,26.74,71.25,422.45,1.25
2025-11-02 00:50:00,29.06,72.05,421.52,1.26
2025-11-02 01:00:00,29.31,67.79,397.71,1.33
2025-11-02 01:10:00,28.86,66.72,421.87,1.23
2025-11-02 01:20:00,29.51,69.6,414.86,1.37
2025-11-02 01:30:00,28.73,67.94,415.92,1.25
2025-11-02 01:40:00,29.27,63.61,420.5,1.33
2025-11-02 01:50:00,28.98,69.68,406.12,1.18
2025-11-02 02:00:00,29.26,65.18,414.85,1.32
2025-11-02 02:10:00,28.89,68.3,406.9,1.15
2025-11-02 02:20:00,29.36,67.25,413.74,1.11
2025-11-02 02:30:00,29.8,64.74,409.79,1.14
2025-11-02 02:40:00,29.75,68.7,405.49,1.22
2025-11-02 02:50:00,30.29,68.09,424.28,1.27
2025-11-02 03:00:00,30.67,66.95,397.13,1.24
2025-11-02 03:10:00,30.31,64.29,416.59,1.16
2025-11-02 03:20:00,30.14,63.38,390.91,1.15
2025-11-02 03:30:00,30.8,61.9,395.8,1.19
2025-11-02 03:40:00,29.81,64.57,473.73,1.06
2025-11-02 03:50:00,30.7,63.83,403.04,1.18
2025-11-02 04:00:00,30.4,62.67,392.52,1.22
2025-11-02 04:10:00,30.47,63.68,396.45,1.13
2025-11-02 04:20:00,32.03,64.87,392.44,1.04
2025-11-02 04:30:00,31.12,62.68,384.96,1.22
2025-11-02 04:40:00,30.61,64.08,397.58,1.16
2025-11-02 04:50:00,31.69,62.31,374.16,1.13
2025-11-02 05:00:00,31.56,67.33,400.52,1.09
2025-11-02 05:10:00,30.99,67.89,380.0,1.21
2025-11-02 05:20:00,30.87,64.4,393.92,1.07
2025-11-02 05:30:00,30.98,68.64,376.25,1.13
2025-11-02 05:40:00,31.35,61.08,388.64,1.11
2025-11-02 05:50:00,31.51,62.12,401.55,1.26
2025-11-02 06:00:00,32.15,61.91,374.14,1.02
2025-11-02 06:10:00,31.24,63.03,394.76,1.23
2025-11-02 06:20:00,31.53,64.14,389.02,1.12
2025-11-02 06:30:00,32.62,62.0,400.54,1.25
2025-11-02 06:40:00,30.81,64.24,393.83,1.05
2025-11-02 06:50:00,31.48,65.52,399.94,1.19
2025-11-02 07:00:00,30.6,62.77,384.64,1.13
2025-11-02 07:10:00,31.28,64.96,386.77,1.09
2025-11-02 07:20:00,31.23,65.92,524.1,1.21
2025-11-02 07:30:00,30.76,63.34,381.74,1.12
2025-11-02 07:40:00,30.82,65.85,397.49,1.07
2025-11-02 07:50:00,31.24,65.64,377.02,1.05
2025-11-02 08:00:00,30.35,68.0,386.22,1.1
2025-11-02 08:10:00,31.19,63.09,381.88,1.09
2025-11-02 08:20:00,30.97,63.7,368.29,1.06
2025-11-02 08:30:00,29.59,66.86,391.35,1.12
2025-11-02 08:40:00,31.25,65.27,380.91,1.05
2025-11-02 08:50:00,30.24,64.49,391.7,1.17
2025-11-02 09:00:00,29.92,63.8,377.76,1.03
2025-11-02 09:10:00,29.35,63.09,387.89,1.07
2025-11-02 09:20:00,29.85,63.2,356.12,1.02
2025-11-02 09:30:00,29.52,69.18,390.1,1.07
2025-11-02 09:40:00,28.86,66.84,395.82,1.18
2025-11-02 09:50:00,29.45,65.45,397.61,1.08
2025-11-02 10:00:00,28.88,67.44,365.52,0.97
2025-11-02 10:10:00,27.97,67.26,376.09,1.01
2025-11-02 10:20:00,28.3,68.38,386.15,0.87
2025-11-02 10:30:00,28.84,68.36,368.92,1.0
2025-11-02 10:40:00,29.29,68.96,369.18,1.02
2025-11-02 10:50:00,29.16,68.63,378.6,0.83
2025-11-02 11:00:00,28.19,70.45,382.67,0.86
2025-11-02 11:10:00,28.56,72.23,375.21,0.94
2025-11-02 11:20:00,28.52,69.68,365.65,1.18
2025-11-02 11:30:00,28.3,68.87,372.52,1.02
2025-11-02 11:40:00,27.01,72.64,381.24,0.9
2025-11-02 11:50:00,28.09,70.73,376.97,0.93
2025-11-02 12:00:00,27.12,67.78,373.12,0.95
2025-11-02 12:10:00,26.89,67.18,374.85,0.96
2025-11-02 12:20:00,27.93,67.27,367.82,0.92
2025-11-02 12:30:00,27.24,71.14,369.78,0.9
2025-11-02 12:40:00,26.16,68.07,379.87,1.1
2025-11-02 12:50:00,27.11,71.55,375.5,0.88
2025-11-02 13:00:00,25.72,74.77,366.73,0.96
2025-11-02 13:10:00,25.89,73.46,385.13,0.8
2025-11-02 13:20:00,27.67,71.29,351.75,0.83
2025-11-02 13:30:00,27.03,70.87,378.43,0.9
2025-11-02 13:40:00,24.95,71.83,383.64,1.01
2025-11-02 13:50:00,24.56,73.6,378.97,0.92
2025-11-02 14:00:00,26.06,74.69,371.35,0.94
2025-11-02 14:10:00,25.02,72.54,365.68,0.87
2025-11-02 14:20:00,25.15,72.02,392.29,0.72
2025-11-02 14:30:00,26.31,72.81,388.2,0.89
2025-11-02 14:40:00,24.85,73.29,376.03,0.92
2025-11-02 14:50:00,25.14,74.19,369.13,0.71
2025-11-02 15:00:00,24.96,76.24,394.77,0.71
2025-11-02 15:10:00,23.9,73.68,377.5,0.99
2025-11-02 15:20:00,24.7,72.64,400.84,0.79
2025-11-02 15:30:00,23.93,74.28,386.49,1.02
2025-11-02 15:40:00,25.15,75.94,368.35,0.84
2025-11-02 15:50:00,24.55,79.69,372.39,0.68
2025-11-02 16:00:00,23.93,72.81,386.19,0.8
2025-11-02 16:10:00,23.45,76.89,383.41,0.69
2025-11-02 16:20:00,23.94,76.02,385.27,0.87
2025-11-02 16:30:00,23.55,77.69,395.29,0.86
2025-11-02 16:40:00,23.59,74.3,408.95,0.62
2025-11-02 16:50:00,23.83,75.9,387.33,0.77
2025-11-02 17:00:00,23.36,76.28,390.92,0.88
2025-11-02 17:10:00,23.33,78.07,374.91,0.76
2025-11-02 17:20:00,23.59,74.09,388.7,0.93
2025-11-02 17:30:00,24.18,75.95,387.5,0.86
2025-11-02 17:40:00,23.32,75.45,385.7,0.74
2025-11-02 17:50:00,23.3,75.87,386.31,0.87
2025-11-02 18:00:00,23.06,78.7,404.62,0.9
2025-11-02 18:10:00,24.5,72.88,384.87,0.93
2025-11-02 18:20:00,22.52,75.64,415.03,0.91
2025-11-02 18:30:00,23.35,78.67,396.81,0.82
2025-11-02 18:40:00,22.46,75.81,397.44,0.94
2025-11-02 18:50:00,24.79,75.74,402.97,1.02
2025-11-02 19:00:00,24.39,77.62,391.77,0.91
2025-11-02 19:10:00,23.94,79.28,394.08,1.05
2025-11-02 19:20:00,23.16,76.18,387.61,0.9
2025-11-02 19:30:00,23.47,72.19,416.26,1.0
2025-11-02 19:40:00,24.94,73.55,405.82,0.95
2025-11-02 19:50:00,25.49,77.18,383.31,1.02
2025-11-02 20:00:00,24.15,72.54,378.52,0.89
2025-11-02 20:10:00,23.48,74.99,404.26,1.03
2025-11-02 20:20:00,24.33,75.55,401.38,1.04
2025-11-02 20:30:00,24.46,76.89,407.15,0.99
2025-11-02 20:40:00,24.53,73.84,394.4,0.91
2025-11-02 20:50:00,23.68,75.29,413.84,0.96
2025-11-02 21:00:00,24.14,73.71,403.25,1.06
2025-11-02 21:10:00,25.73,77.42,391.16,1.17
2025-11-02 21:20:00,24.82,71.54,428.89,0.91
2025-11-02 21:30:00,24.66,75.33,414.74,0.98
2025-11-02 21:40:00,24.95,75.09,403.62,0.97
2025-11-02 21:50:00,26.07,71.94,410.82,1.04
2025-11-02 22:00:00,25.03,73.38,392.8,1.16
2025-11-02 22:10:00,25.42,74.69,408.69,1.13
2025-11-02 22:20:00,26.26,73.45,430.16,0.98
2025-11-02 22:30:00,26.28,70.53,406.56,1.17
2025-11-02 22:40:00,25.61,68.14,400.36,1.13
2025-11-02 22:50:00,27.32,72.67,404.76,1.08
2025-11-02 23:00:00,26.09,70.47,408.2,1.09
2025-11-02 23:10:00,27.68,70.9,411.76,1.05
2025-11-02 23:20:00,26.99,71.55,412.39,1.11
2025-11-02 23:30:00,26.69,75.2,400.4,1.09
2025-11-02 23:40:00,27.79,70.66,426.69,1.12
2025-11-02 23:50:00,27.98,69.9,437.47,1.13
2025-11-03 00:00:00,26.92,73.27,429.65,1.07
2025-11-03 00:10:00,28.23,69.21,433.5,1.14
2025-11-03 00:20:00,28.52,70.32,426.24,1.03
2025-11-03 00:30:00,28.53,68.08,423.44,1.12
2025-11-03 00:40:00,26.86,66.56,416.8,1.2
2025-11-03 00:50:00,29.49,69.19,399.93,1.12
2025-11-03 01:00:00,28.69,66.25,426.11,1.2
2025-11-03 01:10:00,27.97,66.46,444.56,1.1
2025-11-03 01:20:00,28.83,72.05,404.3,1.01
2025-11-03 01:30:00,29.18,69.45,442.14,1.19
2025-11-03 01:40:00,29.74,67.69,433.72,1.13
2025-11-03 01:50:00,28.81,65.93,439.95,1.06
2025-11-03 02:00:00,30.5,68.02,442.25,1.21
2025-11-03 02:10:00,29.28,68.34,426.69,1.18
2025-11-03 02:20:00,30.07,70.6,427.45,1.15
2025-11-03 02:30:00,29.67,65.71,445.8,1.19
2025-11-03 02:40:00,29.91,62.57,429.81,1.08
2025-11-03 02:50:00,29.88,65.34,413.42,1.12
2025-11-03 03:00:00,30.91,67.77,433.86,1.22
2025-11-03 03:10:00,30.38,65.95,429.94,1.38
2025-11-03 03:20:00,31.18,65.71,430.42,1.11
2025-11-03 03:30:00,30.39,65.85,450.63,1.28
2025-11-03 03:40:00,29.59,65.54,449.09,1.1
2025-11-03 03:50:00,29.98,65.09,449.18,1.27
2025-11-03 04:00:00,31.9,68.06,431.86,1.15
2025-11-03 04:10:00,30.89,62.39,445.34,1.14
2025-11-03 04:20:00,32.02,63.63,423.22,1.19
2025-11-03 04:30:00,31.14,62.51,443.6,1.31
2025-11-03 04:40:00,31.94,62.01,442.16,1.18
2025-11-03 04:50:00,31.75,64.87,442.15,1.14
2025-11-03 05:00:00,32.17,63.12,435.0,1.18
2025-11-03 05:10:00,32.51,64.19,437.3,1.31
2025-11-03 05:20:00,31.25,62.05,430.33,1.24
2025-11-03 05:30:00,31.85,65.1,461.14,1.28
2025-11-03 05:40:00,31.55,63.42,442.15,1.29
2025-11-03 05:50:00,32.49,64.95,446.41,1.19
2025-11-03 06:00:00,31.71,60.87,440.41,1.22
2025-11-03 06:10:00,31.05,60.6,444.28,1.2
2025-11-03 06:20:00,32.04,64.62,452.51,1.26
2025-11-03 06:30:00,30.98,64.0,423.77,1.21
2025-11-03 06:40:00,32.53,64.27,433.09,1.33
2025-11-03 06:50:00,32.43,64.5,446.75,1.29
2025-11-03 07:00:00,31.09,64.32,459.28,1.14
2025-11-03 07:10:00,32.04,64.94,425.1,1.15
2025-11-03 07:20:00,32.03,64.39,453.5,1.28
2025-11-03 07:30:00,31.23,67.39,446.36,1.29
2025-11-03 07:40:00,32.02,62.93,450.46,1.32
2025-11-03 07:50:00,31.18,65.88,450.13,1.4
2025-11-03 08:00:00,31.06,60.03,474.28,1.19
2025-11-03 08:10:00,31.52,61.21,435.53,1.27
2025-11-03 08:20:00,31.04,62.05,446.1,1.32
2025-11-03 08:30:00,31.44,62.42,445.72,1.37
2025-11-03 08:40:00,30.09,65.09,442.3,1.17
2025-11-03 08:50:00,30.35,66.92,448.91,1.24
2025-11-03 09:00:00,29.16,66.13,443.89,1.26
2025-11-03 09:10:00,30.46,66.32,449.33,1.25
2025-11-03 09:20:00,30.71,63.95,458.24,1.31
2025-11-03 09:30:00,30.06,69.01,461.83,1.54
2025-11-03 09:40:00,28.78,65.6,469.69,1.27
2025-11-03 09:50:00,30.41,69.95,480.26,1.39
2025-11-03 10:00:00,29.09,68.02,475.72,1.33
2025-11-03 10:10:00,29.11,69.05,461.92,1.3
2025-11-03 10:20:00,28.64,68.76,465.12,1.26
2025-11-03 10:30:00,27.72,66.32,471.35,1.26
2025-11-03 10:40:00,28.32,67.17,468.48,1.16
2025-11-03 10:50:00,28.0,70.38,458.12,1.22
2025-11-03 11:00:00,28.39,66.59,443.08,1.25
2025-11-03 11:10:00,28.76,68.47,442.81,1.28
2025-11-03 11:20:00,28.04,72.02,456.71,1.36
2025-11-03 11:30:00,27.68,68.77,456.39,1.42
2025-11-03 11:40:00,28.25,73.02,447.61,1.28
2025-11-03 11:50:00,28.93,67.95,474.01,1.29
2025-11-03 12:00:00,28.1,75.21,477.93,1.25
2025-11-03 12:10:00,28.53,68.69,449.68,1.28
2025-11-03 12:20:00,27.05,73.05,459.37,1.27
2025-11-03 12:30:00,28.01,71.43,450.51,1.19
2025-11-03 12:40:00,26.59,74.55,452.67,1.39
2025-11-03 12:50:00,25.79,71.79,471.1,1.46
2025-11-03 13:00:00,27.14,71.0,448.38,1.24
2025-11-03 13:10:00,25.7,71.23,450.04,1.34
2025-11-03 13:20:00,26.54,70.79,449.03,1.22
2025-11-03 13:30:00,26.52,74.31,452.03,1.36
2025-11-03 13:40:00,26.06,72.98,459.29,1.21
2025-11-03 13:50:00,25.96,73.77,452.6,1.44
2025-11-03 14:00:00,26.17,71.44,454.25,1.29
2025-11-03 14:10:00,25.91,71.22,469.94,1.19
2025-11-03 14:20:00,25.15,76.68,448.91,1.28
2025-11-03 14:30:00,27.0,75.41,472.28,1.33
2025-11-03 14:40:00,24.88,75.19,450.63,1.38
2025-11-03 14:50:00,25.43,72.14,453.53,1.37
2025-11-03 15:00:00,25.28,72.95,456.36,1.41
2025-11-03 15:10:00,25.4,73.57,480.51,1.38
2025-11-03 15:20:00,23.47,71.5,577.24,1.37
2025-11-03 15:30:00,24.57,76.44,450.69,1.24
2025-11-03 15:40:00,24.63,73.58,461.6,1.4
2025-11-03 15:50:00,24.86,72.41,449.94,1.39
2025-11-03 16:00:00,25.22,75.18,454.4,1.28
2025-11-03 16:10:00,24.62,74.66,452.14,1.22
2025-11-03 16:20:00,24.31,75.81,460.88,1.15
2025-11-03 16:30:00,24.24,75.3,457.39,1.28
2025-11-03 16:40:00,23.92,75.29,445.05,1.35
2025-11-03 16:50:00,23.24,71.86,444.17,1.22
2025-11-03 17:00:00,23.52,78.07,449.54,1.26
2025-11-03 17:10:00,25.12,76.9,434.37,1.3
2025-11-03 17:20:00,22.88,76.7,451.98,1.1
2025-11-03 17:30:00,23.48,77.32,451.76,1.33
2025-11-03 17:40:00,24.19,77.34,434.26,1.2
2025-11-03 17:50:00,23.97,74.44,447.23,1.21
2025-11-03 18:00:00,24.25,78.05,448.3,1.46
2025-11-03 18:10:00,23.71,75.12,435.12,1.29
2025-11-03 18:20:00,22.69,75.92,456.95,1.26
2025-11-03 18:30:00,24.05,76.91,463.66,1.24
2025-11-03 18:40:00,24.05,74.5,439.06,1.27
2025-11-03 18:50:00,22.92,77.34,452.07,1.33
2025-11-03 19:00:00,24.3,74.47,448.41,1.23
2025-11-03 19:10:00,23.04,78.77,455.19,1.2
2025-11-03 19:20:00,23.46,74.48,450.7,1.19
2025-11-03 19:30:00,23.33,75.55,447.37,1.18
2025-11-03 19:40:00,23.95,74.47,458.98,1.24
2025-11-03 19:50:00,24.6,73.97,444.79,1.26
2025-11-03 20:00:00,23.87,71.84,430.92,1.11
2025-11-03 20:10:00,25.23,72.38,437.66,1.12
2025-11-03 20:20:00,24.47,74.59,450.98,1.28
2025-11-03 20:30:00,25.57,74.85,447.87,1.37
2025-11-03 20:40:00,23.27,72.3,435.3,1.17
2025-11-03 20:50:00,25.86,77.1,455.49,1.2
2025-11-03 21:00:00,25.03,72.87,434.2,1.05
2025-11-03 21:10:00,25.66,71.46,419.78,1.16
2025-11-03 21:20:00,25.13,73.09,601.77,1.31
2025-11-03 21:30:00,23.82,75.24,430.94,1.1
2025-11-03 21:40:00,25.66,73.0,441.04,1.23
2025-11-03 21:50:00,25.66,73.14,443.65,1.03
2025-11-03 22:00:00,25.37,71.01,439.99,1.09
2025-11-03 22:10:00,25.43,71.62,439.91,1.22
2025-11-03 22:20:00,25.87,72.06,420.73,1.1
2025-11-03 22:30:00,27.32,71.12,411.04,1.02
2025-11-03 22:40:00,25.73,71.76,421.17,1.09
2025-11-03 22:50:00,26.29,75.91,412.69,1.09
2025-11-03 23:00:00,28.21,73.65,419.13,1.23
2025-11-03 23:10:00,27.46,73.6,446.14,1.03
2025-11-03 23:20:00,27.45,71.09,422.86,1.06
2025-11-03 23:30:00,27.58,68.49,429.78,1.08
2025-11-03 23:40:00,27.41,69.38,416.12,1.08
2025-11-03 23:50:00,27.38,65.22,420.57,1.01
2025-11-04 00:00:00,27.0,70.33,423.63,1.02
2025-11-04 00:10:00,27.86,69.84,404.75,1.08
2025-11-04 00:20:00,28.53,69.59,426.22,1.21
2025-11-04 00:30:00,28.87,67.86,416.04,1.06
2025-11-04 00:40:00,28.53,70.25,422.6,1.03
2025-11-04 00:50:00,28.2,67.03,412.29,1.07
2025-11-04 01:00:00,29.16,66.09,416.6,1.03
2025-11-04 01:10:00,28.36,69.21,407.45,0.99
2025-11-04 01:20:00,29.19,69.5,417.08,0.99
2025-11-04 01:30:00,29.27,68.12,424.88,1.25
2025-11-04 01:40:00,29.72,64.58,410.76,1.08
2025-11-04 01:50:00,29.51,68.34,401.31,0.98
2025-11-04 02:00:00,29.84,70.14,413.35,0.96
2025-11-04 02:10:00,30.82,68.18,412.69,1.23
2025-11-04 02:20:00,30.59,65.7,413.86,0.97
2025-11-04 02:30:00,30.95,64.87,411.14,0.98
2025-11-04 02:40:00,30.03,66.31,402.87,0.92
2025-11-04 02:50:00,30.2,60.92,400.16,1.01
2025-11-04 03:00:00,30.59,63.89,421.64,0.84
2025-11-04 03:10:00,31.21,64.12,404.9,0.93
2025-11-04 03:20:00,30.97,64.36,414.83,0.92
2025-11-04 03:30:00,31.35,66.86,387.21,0.96
2025-11-04 03:40:00,31.43,59.57,411.37,1.08
2025-11-04 03:50:00,30.73,62.74,401.61,0.88
2025-11-04 04:00:00,31.04,70.11,411.15,0.97
2025-11-04 04:10:00,31.24,62.89,398.05,1.02
2025-11-04 04:20:00,31.41,62.61,396.99,0.9
2025-11-04 04:30:00,31.42,61.47,401.41,0.79
2025-11-04 04:40:00,31.21,66.76,403.64,0.81
2025-11-04 04:50:00,31.37,61.82,389.77,0.91
2025-11-04 05:00:00,32.1,63.11,389.59,0.95
2025-11-04 05:10:00,32.04,64.56,402.13,0.96
2025-11-04 05:20:00,31.99,65.45,405.63,0.65
2025-11-04 05:30:00,31.53,63.73,388.1,0.9
2025-11-04 05:40:00,31.62,62.84,407.62,0.82
2025-11-04 05:50:00,31.68,61.92,393.93,0.92
2025-11-04 06:00:00,32.67,63.51,396.63,0.97
2025-11-04 06:10:00,32.58,66.26,399.26,0.93
2025-11-04 06:20:00,31.79,63.54,383.69,0.94
2025-11-04 06:30:00,32.49,67.06,373.02,0.9
2025-11-04 06:40:00,31.7,61.26,403.11,0.91
2025-11-04 06:50:00,32.89,60.16,388.33,0.95
2025-11-04 07:00:00,31.58,64.87,390.47,0.84
2025-11-04 07:10:00,32.06,65.15,373.89,0.86
2025-11-04 07:20:00,32.43,65.01,377.02,0.68
2025-11-04 07:30:00,30.67,63.98,398.08,0.77
2025-11-04 07:40:00,31.36,62.85,401.06,0.82
2025-11-04 07:50:00,31.46,57.99,396.97,0.85
2025-11-04 08:00:00,31.23,62.61,384.15,0.82
